,sentence,joy,trust,fear,surprise,sadness,disgust,anger,anticipation
5754,He worked very hard and listened to his instructor.,1,1,0,0,0,0,0,1
5755,One day Fred started his final project.,1,1,0,1,0,0,0,1
5756,One day Fred started his final project.,1,0,0,0,0,0,0,0
5757,One day Fred started his final project.,1,1,0,0,0,0,0,1
5758,One day Fred started his final project.,0,1,0,0,0,0,0,1
5759,One day Fred started his final project.,0,1,0,0,0,0,0,1
5760,One day Fred started his final project.,0,1,1,0,1,0,0,1
5761,One day Fred started his final project.,0,0,0,0,0,0,0,1
5762,One day Fred started his final project.,1,1,0,0,0,0,0,1
5763,One day Fred started his final project.,1,1,0,0,0,0,0,1
5764,He built a 10 HP motor from spare parts and got an A in the class.,1,0,0,1,0,0,0,0
5765,He built a 10 HP motor from spare parts and got an A in the class.,1,1,0,0,0,0,0,0
5766,He built a 10 HP motor from spare parts and got an A in the class.,1,1,0,0,0,0,0,0
5767,He built a 10 HP motor from spare parts and got an A in the class.,1,0,0,0,0,0,0,0
5768,He built a 10 HP motor from spare parts and got an A in the class.,1,0,0,1,0,0,0,0
5769,He built a 10 HP motor from spare parts and got an A in the class.,1,0,0,1,0,0,0,0
5770,Diane was in charge of her child's school pizza party.,0,0,1,0,0,0,0,1
5771,Diane was in charge of her child's school pizza party.,1,0,0,0,0,0,0,0
5772,Diane was in charge of her child's school pizza party.,1,1,0,0,0,0,0,1
5773,She set up pizza and snacks in the classroom.,1,0,0,0,0,0,0,1
5774,She set up pizza and snacks in the classroom.,1,0,0,0,0,0,0,0
5775,She set up pizza and snacks in the classroom.,1,0,0,0,0,0,0,1
5776,She also prepared some fun games for the kids.,1,1,0,1,0,0,0,1
5777,She also prepared some fun games for the kids.,1,0,0,1,0,0,0,1
5778,She also prepared some fun games for the kids.,0,0,0,0,0,0,0,1
5779,She also prepared some fun games for the kids.,1,1,0,0,0,0,0,1
5780,She also prepared some fun games for the kids.,1,0,0,0,0,0,0,1
5781,She also prepared some fun games for the kids.,1,0,0,0,0,0,0,0
5782,She also prepared some fun games for the kids.,1,1,0,1,0,0,0,1
5783,She also prepared some fun games for the kids.,1,1,0,0,0,0,0,1
5784,She also prepared some fun games for the kids.,1,1,0,0,0,0,0,1
5785,The kids enjoyed the party after coming in for recess.,1,1,0,1,0,0,0,1
5786,The kids enjoyed the party after coming in for recess.,1,0,0,0,0,0,0,0
5787,The kids enjoyed the party after coming in for recess.,1,1,0,0,0,0,0,1
5788,The kids enjoyed the party after coming in for recess.,1,1,0,0,0,0,0,0
5789,The kids enjoyed the party after coming in for recess.,1,1,0,1,0,0,0,1
5790,The kids enjoyed the party after coming in for recess.,1,1,0,0,0,0,0,1
5791,The kids enjoyed the party after coming in for recess.,1,1,0,0,0,0,0,1
5792,The kids enjoyed the party after coming in for recess.,1,1,0,1,0,0,0,1
5793,The kids enjoyed the party after coming in for recess.,1,0,0,0,0,0,0,0
5794,"At the end of the party, the kids went home for the day.",1,1,0,1,0,0,0,0
5795,"At the end of the party, the kids went home for the day.",1,0,0,0,0,0,0,0
5796,"At the end of the party, the kids went home for the day.",1,0,0,0,0,0,0,0
5797,"At the end of the party, the kids went home for the day.",1,0,0,0,0,0,0,1
5798,"At the end of the party, the kids went home for the day.",1,1,0,1,0,0,0,1
5799,"At the end of the party, the kids went home for the day.",0,0,0,0,0,0,0,0
5800,Sadie was at lunch with her friends.,1,1,0,0,0,0,0,0
5801,Sadie was at lunch with her friends.,1,1,0,0,0,0,0,0
5802,Sadie was at lunch with her friends.,1,1,0,0,0,0,0,1
5803,"Suddenly, a boy approached their table.",0,0,0,1,0,0,0,1
5804,"Suddenly, a boy approached their table.",0,0,1,1,0,0,0,1
5805,"Suddenly, a boy approached their table.",1,0,0,1,0,0,0,1
5806,He asked Sadie if she wanted to go out on a date.,0,0,1,0,0,0,0,1
5807,He asked Sadie if she wanted to go out on a date.,1,1,1,0,0,0,0,1
5808,He asked Sadie if she wanted to go out on a date.,1,0,1,0,0,0,0,1
5809,He asked Sadie if she wanted to go out on a date.,1,1,0,1,0,0,0,1
5810,He asked Sadie if she wanted to go out on a date.,1,1,1,1,0,0,0,1
5811,He asked Sadie if she wanted to go out on a date.,1,0,1,1,0,0,0,1
5812,Her friends giggled and waited for her response.,0,1,1,0,1,1,0,1
5813,Her friends giggled and waited for her response.,1,1,1,1,0,0,0,1
5814,Her friends giggled and waited for her response.,0,0,0,0,0,0,0,1
5815,Her friends giggled and waited for her response.,1,1,1,1,0,0,0,1
5816,Her friends giggled and waited for her response.,1,0,0,1,0,0,0,1
5817,Her friends giggled and waited for her response.,1,1,1,1,0,0,0,1
5818,Sadie decided to say yes.,1,1,0,1,0,0,0,1
5819,Sadie decided to say yes.,1,1,0,1,0,0,0,1
5820,Sadie decided to say yes.,1,0,0,1,0,0,0,1
5821,It's extremely difficult.,0,0,1,1,1,0,0,1
5822,It's extremely difficult.,0,0,1,1,1,0,0,0
5823,It's extremely difficult.,1,1,0,0,0,0,0,0
5824,I think I'm in danger of failing.,0,0,1,0,0,0,0,1
5825,I think I'm in danger of failing.,0,0,1,0,1,1,1,1
5826,I think I'm in danger of failing.,0,0,1,1,1,1,0,1
5827,I have decided to seek a tutor.,0,0,1,1,1,1,1,0
5828,I have decided to seek a tutor.,0,0,1,0,0,0,0,0
5829,I have decided to seek a tutor.,0,0,1,0,1,1,1,0
5830,I just hope the tutor is clearer than the professor.,0,1,1,0,1,1,0,0
5831,I just hope the tutor is clearer than the professor.,0,1,1,0,0,0,0,1
5832,I just hope the tutor is clearer than the professor.,0,0,1,0,0,0,0,1
5833,The worker pondered how stories were formed.,1,1,0,1,0,0,0,1
5834,The worker pondered how stories were formed.,1,0,0,0,0,0,0,1
5835,The worker pondered how stories were formed.,0,0,0,0,0,0,0,1
5836,The worker's pondering was cut short by necessity.,0,0,0,1,0,0,0,1
5837,The worker's pondering was cut short by necessity.,0,0,0,1,0,0,0,1
5838,The worker's pondering was cut short by necessity.,1,1,0,0,0,0,0,0
5839,He still had stories of his own to write.,1,0,0,1,0,0,0,1
5840,He still had stories of his own to write.,1,1,0,1,0,0,0,0
5841,He still had stories of his own to write.,1,0,0,0,0,0,0,1
5842,One day in 1982 my cousin called me.,0,0,0,1,0,0,0,1
5843,One day in 1982 my cousin called me.,0,0,0,0,0,0,0,0
5844,One day in 1982 my cousin called me.,0,1,0,1,1,0,0,1
5845,One day in 1982 my cousin called me.,1,0,0,0,0,0,0,0
5846,One day in 1982 my cousin called me.,0,0,0,0,0,0,0,0
5847,One day in 1982 my cousin called me.,1,1,0,0,0,0,0,0
5848,She works for a state agency.,0,0,1,1,0,0,0,1
5849,She works for a state agency.,0,0,1,1,0,0,0,1
5850,She works for a state agency.,1,0,0,0,0,0,0,0
5851,She works for a state agency.,0,0,0,0,1,1,1,0
5852,She works for a state agency.,0,0,0,0,0,0,0,0
5853,She works for a state agency.,1,1,0,0,0,0,0,1
5854,She told me she heard her agency was hiring.,1,1,0,1,0,0,0,1
5855,She told me she heard her agency was hiring.,0,0,0,0,0,0,0,1
5856,She told me she heard her agency was hiring.,1,1,0,0,0,0,0,1
5857,She told me she heard her agency was hiring.,1,1,0,0,0,0,0,1
5858,She told me she heard her agency was hiring.,1,0,0,1,0,0,0,1
5859,She told me she heard her agency was hiring.,1,1,0,0,0,0,0,0
5860,She told me she heard her agency was hiring.,1,1,0,0,0,0,0,1
5861,She told me she heard her agency was hiring.,0,0,0,0,0,0,0,1
5862,"I scoffed at her, as the agency was very political.",0,0,0,1,0,1,0,0
5863,"I scoffed at her, as the agency was very political.",0,0,0,0,0,1,1,0
5864,"I scoffed at her, as the agency was very political.",0,0,0,0,0,1,1,0
5865,"I scoffed at her, as the agency was very political.",0,0,0,0,0,0,1,0
5866,"I scoffed at her, as the agency was very political.",0,0,0,1,1,0,0,1
5867,"I scoffed at her, as the agency was very political.",0,0,0,1,0,1,0,0
5868,I managed to get a job.,1,1,1,1,1,1,0,0
5869,I managed to get a job.,1,1,0,1,0,0,0,1
5870,I managed to get a job.,1,1,1,1,0,0,0,1
5871,I managed to get a job.,1,1,0,1,0,0,0,1
5872,I managed to get a job.,0,0,0,1,1,1,1,0
5873,I managed to get a job.,1,0,0,0,0,0,0,1
5874,Amy liked to do art projects.,1,0,0,0,0,0,0,1
5875,Amy liked to do art projects.,1,0,0,0,0,0,0,1
5876,Amy liked to do art projects.,1,0,0,0,0,0,0,1
5877,She painted a wine glass with her name.,1,1,0,0,0,0,0,0
5878,She painted a wine glass with her name.,1,1,0,0,0,0,0,1
5879,She painted a wine glass with her name.,1,0,0,0,0,0,0,1
5880,"It turned out so beautifully, she decided to do more.",1,0,0,1,0,0,0,0
5881,"It turned out so beautifully, she decided to do more.",1,1,0,1,0,0,0,0
5882,"It turned out so beautifully, she decided to do more.",1,1,0,0,0,0,0,1
5883,She gave them to friends as gifts.,1,1,0,1,0,0,0,1
5884,She gave them to friends as gifts.,1,1,0,0,0,0,0,1
5885,She gave them to friends as gifts.,1,1,0,0,0,0,0,1
5886,She gave them to friends as gifts.,1,1,0,1,0,0,0,1
5887,She gave them to friends as gifts.,1,1,0,0,0,0,0,0
5888,She gave them to friends as gifts.,1,0,0,0,0,0,0,0
5889,Everyone loved her art work.,1,1,0,1,0,0,0,0
5890,Everyone loved her art work.,0,1,0,1,1,0,1,1
5891,Everyone loved her art work.,1,1,0,0,0,0,0,0
5892,Everyone loved her art work.,1,1,0,1,0,0,0,1
5893,Everyone loved her art work.,1,1,0,0,0,0,0,1
5894,Everyone loved her art work.,1,1,0,1,0,0,0,1
5895,Heather decided to spruce up her living room.,1,0,0,0,0,0,0,1
5896,Heather decided to spruce up her living room.,1,0,0,0,0,0,0,0
5897,Heather decided to spruce up her living room.,1,0,0,1,0,0,0,0
5898,She began sewing some throw pillows.,1,0,0,0,0,0,0,1
5899,She began sewing some throw pillows.,1,0,0,0,0,0,0,1
5900,She began sewing some throw pillows.,1,0,0,0,0,0,0,1
5901,She made four of them for her couch.,1,0,0,0,0,0,0,1
5902,She made four of them for her couch.,1,0,0,1,0,0,0,0
5903,"When she put them on it, she was thrilled with how they looked.",1,0,0,0,0,0,0,0
5904,"When she put them on it, she was thrilled with how they looked.",1,0,0,0,0,0,0,1
5905,"When she put them on it, she was thrilled with how they looked.",1,0,0,1,0,0,0,0
5906,"Once she was done, she moved on to the drapes.",1,1,0,0,0,0,0,0
5907,"Once she was done, she moved on to the drapes.",1,1,0,1,0,0,0,1
5908,"Once she was done, she moved on to the drapes.",1,0,1,0,0,0,0,1
5909,Lea's favorite spice was black pepper.,1,1,0,0,0,0,0,1
5910,Lea's favorite spice was black pepper.,0,0,0,0,0,0,1,0
5911,Lea's favorite spice was black pepper.,1,0,0,0,0,0,0,0
5912,She put it on everything.,1,0,0,0,0,0,0,1
5913,She put it on everything.,1,1,0,0,0,0,0,1
5914,She put it on everything.,1,0,0,0,0,0,0,0
5915,Her meals often made her sneeze.,0,0,0,1,1,0,0,0
5916,Her meals often made her sneeze.,0,0,0,0,0,0,1,0
5917,Her meals often made her sneeze.,1,0,0,0,0,0,0,0
5918,She made a meal for a date.,1,1,0,0,0,0,0,1
5919,She made a meal for a date.,1,0,0,0,0,0,0,0
5920,"He thought it was over spiced, but politely thanked her.",1,1,0,0,0,0,0,1
5921,"He thought it was over spiced, but politely thanked her.",0,0,0,0,1,0,0,0
5922,"He thought it was over spiced, but politely thanked her.",0,0,1,0,1,0,0,0
5923,Amy was convinced she was going to catch a giant fish.,0,0,0,0,0,0,0,1
5924,Amy was convinced she was going to catch a giant fish.,1,1,0,0,0,0,0,1
5925,Amy was convinced she was going to catch a giant fish.,0,1,0,0,0,0,0,1
5926,She was going fishing for the first time since she was a kid.,1,1,0,0,0,0,0,1
5927,She was going fishing for the first time since she was a kid.,1,0,0,0,0,0,0,1
5928,She was going fishing for the first time since she was a kid.,1,0,0,0,0,0,0,1
5929,She had bought a new rod and reel.,1,1,0,0,0,0,0,1
5930,She had bought a new rod and reel.,1,1,1,0,1,1,0,1
5931,She had bought a new rod and reel.,1,1,0,1,0,0,0,1
5932,She got a bit on her first cast!,1,1,0,1,0,0,0,1
5933,She got a bit on her first cast!,1,1,0,1,0,0,0,1
5934,She got a bit on her first cast!,1,0,0,1,0,0,0,0
5935,She ended up with five bluegill!,1,0,0,1,0,0,0,1
5936,She ended up with five bluegill!,1,0,0,0,0,0,0,0
5937,She ended up with five bluegill!,1,0,0,1,0,0,0,0
5938,Megan enrolled in a guitar-making course at the community college.,1,1,0,0,0,0,0,1
5939,Megan enrolled in a guitar-making course at the community college.,1,0,0,0,0,0,0,1
5940,Megan enrolled in a guitar-making course at the community college.,1,0,0,1,0,0,0,1
5941,This was her first foray in luthiery.,1,1,0,0,0,0,0,1
5942,This was her first foray in luthiery.,0,0,1,1,0,0,0,1
5943,This was her first foray in luthiery.,1,1,0,1,0,0,0,0
5944,She wanted to make a stratocaster-shaped guitar.,1,0,0,1,0,0,0,1
5945,She wanted to make a stratocaster-shaped guitar.,0,0,0,0,0,0,0,1
5946,She wanted to make a stratocaster-shaped guitar.,1,1,0,0,0,0,0,1
5947,She made the body from mahogany and the neck from maple.,1,0,0,1,0,0,0,0
5948,She made the body from mahogany and the neck from maple.,1,0,0,0,0,0,0,1
5949,She made the body from mahogany and the neck from maple.,1,1,0,0,0,0,0,1
5950,The guitar turned out beautiful and Megan was proud of herself.,1,1,0,1,0,0,0,1
5951,The guitar turned out beautiful and Megan was proud of herself.,1,0,0,0,0,0,0,0
5952,The guitar turned out beautiful and Megan was proud of herself.,1,0,0,1,0,0,0,0
5953,"We got along ok, but I really only wanted an escape.",1,0,0,0,0,0,0,0
5954,"We got along ok, but I really only wanted an escape.",0,1,0,0,0,0,0,0
5955,"We got along ok, but I really only wanted an escape.",0,0,0,0,1,1,1,0
5956,"We got along ok, but I really only wanted an escape.",0,1,1,1,1,1,1,1
5957,"We got along ok, but I really only wanted an escape.",0,0,1,0,1,1,1,0
5958,"We got along ok, but I really only wanted an escape.",0,0,1,1,1,1,1,0
5959,"When he came to pick me up, I went with him sight unseen.",0,0,1,0,0,0,0,1
5960,"When he came to pick me up, I went with him sight unseen.",1,0,1,1,0,0,0,1
5961,"When he came to pick me up, I went with him sight unseen.",1,1,0,1,0,0,0,1
5962,"When he came to pick me up, I went with him sight unseen.",1,1,1,1,1,1,1,1
5963,"When he came to pick me up, I went with him sight unseen.",1,1,0,1,0,0,0,0
5964,I moved to oklahoma with him.,1,0,1,0,0,0,0,1
5965,I moved to oklahoma with him.,0,1,0,0,0,0,1,1
5966,I moved to oklahoma with him.,1,0,0,1,0,0,0,0
5967,I moved to oklahoma with him.,0,0,1,0,0,0,0,1
5968,I moved to oklahoma with him.,1,1,0,0,0,0,0,0
5969,I moved to oklahoma with him.,1,1,0,0,0,0,0,1
5970,We ended up getting married unnecessarily.,0,0,1,0,1,0,1,0
5971,We ended up getting married unnecessarily.,0,1,1,1,1,1,0,0
5972,We ended up getting married unnecessarily.,0,0,1,0,1,0,0,0
5973,We ended up getting married unnecessarily.,0,0,1,0,1,1,0,0
5974,We ended up getting married unnecessarily.,0,0,0,0,1,1,1,0
5975,We ended up getting married unnecessarily.,0,0,0,1,0,1,1,0
5976,Today I tried on my new dress.,1,0,0,1,0,0,0,1
5977,Today I tried on my new dress.,1,0,0,0,0,0,0,0
5978,Today I tried on my new dress.,1,1,0,0,0,0,0,0
5979,It looked amazing on me.,1,0,0,0,0,0,0,1
5980,It looked amazing on me.,1,1,0,1,0,0,0,1
5981,It looked amazing on me.,1,0,0,1,0,0,0,0
5982,However I ruined it as soon as I spilled wine on it.,0,0,1,1,1,1,1,0
5983,However I ruined it as soon as I spilled wine on it.,0,0,1,1,1,1,1,0
5984,However I ruined it as soon as I spilled wine on it.,0,0,1,1,1,1,1,0
5985,I immediately tried to treat it but it got worse.,0,0,0,0,1,1,1,0
5986,I immediately tried to treat it but it got worse.,0,0,0,1,1,1,1,0
5987,I immediately tried to treat it but it got worse.,0,0,0,1,1,1,1,0
5988,I had to send it off to the cleaners.,0,0,1,0,1,0,1,0
5989,I had to send it off to the cleaners.,0,0,0,0,1,0,1,0
5990,I had to send it off to the cleaners.,1,1,0,0,0,0,0,1
5991,I had to send it off to the cleaners.,0,0,0,1,1,1,1,0
5992,I had to send it off to the cleaners.,0,0,0,0,0,0,0,0
5993,She celebrates a holiday called Hanukkah.,1,1,0,0,0,0,0,0
5994,She celebrates a holiday called Hanukkah.,0,0,0,0,0,0,0,0
5995,She celebrates a holiday called Hanukkah.,1,1,0,0,0,0,0,0
5996,We decided to help her celebrate.,1,1,0,0,0,0,0,1
5997,We decided to help her celebrate.,1,1,0,0,0,0,0,0
5998,We decided to help her celebrate.,1,0,0,0,0,0,0,1
5999,We bought all the supplies and threw a party for her.,1,1,0,1,0,0,0,1
6000,We bought all the supplies and threw a party for her.,1,0,0,0,0,0,0,0
6001,We bought all the supplies and threw a party for her.,1,1,0,0,0,0,0,0
6002,We bought all the supplies and threw a party for her.,1,1,0,1,0,0,0,0
6003,We bought all the supplies and threw a party for her.,1,0,0,1,0,0,0,0
6004,We bought all the supplies and threw a party for her.,1,1,0,1,0,0,0,0
6005,She was so happy.,1,0,0,0,0,0,0,1
6006,She was so happy.,1,0,0,0,0,0,0,0
6007,She was so happy.,1,1,0,1,0,0,0,0
6008,She was so happy.,1,1,0,0,0,0,0,0
6009,She was so happy.,1,0,0,0,0,0,0,0
6010,She was so happy.,1,0,0,1,0,0,0,0
6011,The Jackson family decided it would be fun to go to the beach.,1,0,0,0,0,0,0,1
6012,The Jackson family decided it would be fun to go to the beach.,1,0,0,0,0,0,0,1
6013,The Jackson family decided it would be fun to go to the beach.,1,1,0,1,0,0,0,1
6014,It was quite a long drive to get there however with a ton of traffic.,0,0,0,1,1,1,1,1
6015,It was quite a long drive to get there however with a ton of traffic.,0,0,0,0,0,1,1,1
6016,It was quite a long drive to get there however with a ton of traffic.,0,0,0,0,0,1,1,0
6017,The long wait was worth it however as the day was beautiful.,1,0,0,0,0,0,0,0
6018,The long wait was worth it however as the day was beautiful.,1,0,0,0,0,0,0,0
6019,The long wait was worth it however as the day was beautiful.,0,0,1,0,1,1,1,1
6020,The family ran to check out how nice the water was.,1,1,0,1,0,0,0,1
6021,The family ran to check out how nice the water was.,1,0,0,1,0,0,0,1
