,emotion,plutchik,selection0,selection1,label
2042,['sick'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 1}","Feeling a tad bit under the weather, I decided to make soup.","When she woke up, she found her bag had been stolen.",0
2043,"['awkward', 'boredom', 'very happy', 'Uncomfortable']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She hired an instructor.,We all just sat there trying to make conversation.,1
2044,"['surprised', 'happy', 'elated', 'disappointed', 'loving', 'transformed', 'gracious']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","The cat was not a kitten, but it found a loving home.",The truck rolled back into the street.,0
2045,"['none', 'aggrivated', 'annoyed', 'upset', 'sad', 'stupid', 'angry', 'shocked']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}","To cool off, his mom bought him at ice cream cone.",Five minutes later he returned to a grill full of burned burgers.,1
2046,"['awe', 'PLEASANT', 'dumbfounded']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","Suddenly, his arm had intense pain.",There were mountains everywhere.,1
2047,"['competent', 'overjoyed', 'none']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Kelly and her friend went to the river with their kayaks.,Andy was selected for an interview with the principal for the job.,1
2048,"['none', 'accomplished', 'satisfied']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","When he was done, Tom had enough firewood for many long winters.","Together they shopped until they found a fixer-upper for $40,000.",0
2049,"['proud', 'competent', 'thrilled']","{'joy': 3, 'trust': 3, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Candy begged people to sell her a spare ticket.,His ideas were heard by thousands.,1
2050,"['sad', 'disappointed', 'embarrassed', 'Proud', 'embarassed', 'pain', 'HURT']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 0}",She yelled at him.,"Tom hurt his ankle, and found out the hard way it's not easy to dunk.",1
2051,"['dissatisfied', 'embarassed', 'crushed', 'ashamed', 'proud', 'amused']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 2, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Everyone laughed when Ron beat him.,Jason and his friend Jeff wanted to have some fun with matches.,0
2052,"['determined', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He put a snorkeling mask on his eyes and nose.,John decided to fully shave it.,0
2053,"['anger', 'conflicted', 'unwanted', 'daring', 'justified', 'relieved', 'defiant']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 1, 'anticipation': 1}","He met a girl who did, too.",Half of the publishers moved and started a new magazine.,1
2054,"['none', 'anticipation', 'curious', 'astonished', 'interested', 'positive', 'Finally it began to emerge']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Finally it began to emerge.,One day Annie decided to plant a garden.,0
2055,"['happy', 'splendid', 'nostaligic', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","But when she got home, a dozen people yelled SURPRISE!",When I was young I loved Harry Potter.,1
2056,"['happy', 'fun', 'chill', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I tried to find the instructions but I must have thrown them away.,The band was playing at a bar.,1
2057,"['serios and troubled', 'confused', 'HAPPY']","{'joy': 1, 'trust': 1, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 2}",He pulled his phone out of his pocket to call the phone to find it.,Tom was expecting an important call.,0
2058,"['Remorse', 'disgusted', 'Sick']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 3, 'anger': 1, 'anticipation': 0}","A few hours into her painting, a man walked by.",Amy doesn't want to go camping again.,1
2059,"['none', 'proud', 'hopeful', 'thankful', 'happy', 'positive', 'driven', 'supportive']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She bought a stand on Amazon for $99.,He usually just goes for fun and to work out.,0
2060,"['ashamed', 'sick', 'disappointed', 'embarrassed', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 1, 'anticipation': 0}",Eventually Tim drank too much.,Joey drives to a dance school in town.,0
2061,"['frustrated', 'surprised', 'disappointed', 'angry']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 2, 'disgust': 2, 'anger': 1, 'anticipation': 2}",Tom liked really weird music.,His plane had left without him.,1
2062,"['proud', 'happy', 'accomplished', 'ecstatic']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She set up pizza and snacks in the classroom.,The team played well and won by five goals!,1
2063,"['remorseful', 'enraged', 'stupid', 'betrayed', 'dishonest', 'dirty', 'like a criminal', 'superior']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 0}",Jason passed out and the stripper took his three thousand dollars.,Som got some sod to cover the yard at the garden store.,0
2064,"['disappointed', 'bored', 'frustrated', 'angry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 2, 'anticipation': 0}",She used it happily until the battery died an hour later.,Dean wanted to put a stone wall next to his patio.,0
2065,"['disappointed', 'sad', 'SAD', 'anticipation', 'dedicated', 'motherly']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Her coach obliged and put her in at center midfield.,She planted new ones.,1
2066,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Anita owned a bakery.,Tom complained to the people working.,0
2067,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He had a black eye for over a week.,The old woman was a nasty piece of work.,1
2068,"['competent', 'intelligent', 'content', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She had to clean it all up.,Helunko Spelunko was a combat developer for a video game.,1
2069,"['excited', 'anticipation', 'scared', 'in love', 'none']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Then I met my fiancee at the lawyer's office.,He wanted to hear the base.,0
2070,"['happy', 'pride', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She was pleased to see the empty field turned into a park.,The producers wanted the show out quickly.,0
2071,"['full', 'satisfied', 'positive']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I ate a whole pizza to myself.,It was the best cake she ever tasted.,0
2072,"['desire', 'discomfort', 'famished']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",They reached in and could barely reach her.,Alicia was hungry and wanted to go out.,1
2073,"['sad', 'poor', 'worried', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She only had $5.,"I put all my information in, and then waited.",0
2074,"['none', 'cocky', 'superior', 'carefree', 'annoyed', 'disappointed', 'proud']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Everyone laughed when he called himself Superman.,He felt he was untouchable and started slacking at work more.,1
2075,"['accomplished', 'none']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",She used acid to clean the metal in her factory.,Jake had wanted to climb the tower for a long time.,0
2076,"['proud', 'happy']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I made some stupid joke to mask the residual pain.,Cayla is now sporting a brand new haircut.,1
2077,"['proud', 'excited', 'none']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She watched as the doll was passed around the room.,Jimmy was at home watching his two year old daughter.,0
2078,"['conflicted', 'despondent', 'regretful']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",It had a worm in it.,"Deep down, she didn't want to be a lawyer as she had strong morals.",1
2079,"['Hungry', 'sad', 'empty', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The buddy then said that he had a terrible cold.,"As lunch period approached, he felt hungry and glum.",1
2080,"['bored', 'curious', 'none', 'free']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",It turned out the worm was a caterpillar.,Sonny was spending a night in the town with his friends.,0
2081,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Johnny wants to find a way to cool down on a hot day.,She missed the ball.,1
2082,"['none', 'happy', 'relaxed']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",He talked to her boss about it.,Brittany loved to dance.,1
2083,"['loved', 'relieved', 'concerned', 'sympathetic']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",They were sold out of blue but had green.,Instead Jill's friends checked to make sure she was okay.,1
2084,"['none', 'SECURE', 'helpless', 'confident']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",All the dust that kicked up made him cough.,"The next day, Laurie came to Jessie's house again.",1
2085,"['Wanted', 'concern', 'guilty', 'defeated', 'angry']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 0}",The roaring water greeted him and welcomed him to salmon season.,He relapses and struggles to get help.,1
2086,"['justified', 'determined']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",So she decided to do something about it.,Georgina Watson wanted to be an equestrian.,0
2087,"['scared a bit', 'responsible', 'sad', 'none', 'helpless', 'uneasy', 'scared']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Instead it was a letter from my bank.,I quickly took him to the hospital.,1
2088,"['foolish', 'Embarrassed', 'sorry']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}","But thankfully, he laughed it off and said it was okay.",The accident was Tammy's fault because she was texting while driving.,1
2089,"['loving', 'confused', 'validated', 'justified']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",But as time went by she had to change her mind as it was true.,Now we use up all of the bananas.,0
2090,"['helpless', 'concerned', 'sad', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Eva needed glasses.,John was cooking hot dogs.,0
2091,"['excited', 'Happy', 'none']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",No one knew who they were from.,Andy decided that he would adopt a dog.,1
2092,['none'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I bought myself a mint plant for my window.,One day he bickered with a husky owner regarding litter in the park.,0
2093,"['panicked', 'depressed', 'heartbroken', 'unaccepted', 'idiotic', 'humiliated', 'sad', 'disgusted']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 2, 'anger': 2, 'anticipation': 0}",He would build the covered wagon and I would pack for the long trip.,The whole town bullied Megman after the critic's article was released.,1
2094,"['relaxed', 'happy', 'Relaxed', 'Happy', 'Lonely', 'alive', 'none']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",So then tried a chainsaw and it still wasn't ground level.,From her window she could see all sorts of wildlife.,1
2095,"['angry', 'empathy', 'exhausted', 'vindicated', 'aggravated', 'regretful', 'anger']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 1}",Mark now rides his skateboard with protection.,Macy decided to hand in her resignation the next day.,1
2096,"['Scared', 'Embarrassed', 'Hurt', 'scared', 'afraid', 'worried', 'upset', 'shocked']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 2, 'disgust': 1, 'anger': 0, 'anticipation': 0}",He went to the dentist.,She went flying over the handlebars.,1
2097,"['irritated', 'embarassed', 'shock', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 2, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 1}",I fell off my treadmill and felt humiliated.,"Until on one hand, when they all revealed royal flushes.",0
2098,"['scared', 'worried', 'frightened', 'terrified', 'anxious', 'none']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 1}",His librarian recommends a terrific novel about aliens and planets.,He insisted I see a doctor and drove me to the hospital.,1
2099,"['none', 'hopefull', 'anxious']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","He was just putting along, until he saw the car in front of him brake.",He decided to take her out to a romantic dinner.,1
2100,"['stupid', 'silly', 'sad', 'shocked', 'angry']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 0}",But that was because he loved a game called Pilot Wars.,It was the funniest new article I've ever read!,1
2101,"['hopeful', 'sad', 'none']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Amy needed a new pair of shoes.,Tom went to print them out at a Kinkos.,0
2102,"['scared', 'sad', 'angry', 'furious', 'mad', 'none']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Alex became angry and scolded Cole.,She found an email with a coupon code.,0
2103,"['excited', 'happy', 'Happy', 'joyful', 'loved', 'pleased', 'thankful', 'happy and joyful']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",They got to stay and hang out for an extra day.,Cameron went to the playground.,0
2104,"['none', 'angry', 'cool', 'happy', 'spiteful']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 1}",He could not find any open seat so he stood.,Tom made a big scene out of quitting.,1
2105,"['grateful', 'giving', 'kind', 'closeness', 'loving']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","However, it turned out to be the book.",She gave half of her hot dog to Bailey.,1
2106,"['doubtful', 'fear', 'confuse', 'betrayed', 'suspicious']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Suspicion came to rest on the player whose flush was ampersands.,The headaches went on for weeks.,0
2107,"['happy', 'fantastic', 'exceptional']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I went to buy a new one.,The ball landed right in his glove and the game was won.,1
2108,"['glad', 'playful', 'occupied', 'Glad to hear from John', 'wanted', 'enthusiasm']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",John called up his friends to play.,Tom loved chewing gum.,0
2109,"['Happy', 'happy', 'excited', 'cool', 'dlighted', 'Content', 'generous']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Soon, the ice cream was all over Ben.",His friends told him to order whatever toppings he liked.,1
