,emotion,plutchik,selection0,selection1,label
2538,"['fulfilled', 'happy']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She bought an iPad on a whim.,Rachel loved her boyfriend very much.,0
2539,"['joyful', 'proud', 'relieved', 'happy']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Anne began working in a boutique at her local mall.,Eventually he was hired somewhere else.,1
2540,"['bored', 'anxious', 'rushed']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Chris went to a restaurant in Mongolia.,Kate had errands to run.,1
2541,"['eager', 'happy']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Charles was going hunting.,Dave baked his first cake.,1
2542,"['driven', 'proud', 'satisfied', 'determined']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I went through so many years of schooling.,The carpet grew mildew.,0
2543,['exhausted'],"{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He then remembered that his friend was looking for a house.,Gary had been hunting the deer down for hours.,1
2544,"['depressed', 'sad', 'upset', 'disappointed', 'devastated', 'afraid']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Sophie and her family were soon found by ICE and deported.,I wasn't sure what it was.,0
2545,"['disappointment', 'defiance', 'sad', 'disappointed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 0}",She ended up having to walk around with bad eyesight.,Her mother told her it was time to leave.,1
2546,"['accomplished', 'free', 'gratified']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","Even though he only made it 3' off the ground, he felt free.",Candide was her favorite novel.,0
2547,"['joy', 'proud']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",He slipped on the sidewalk.,"He also built little people, and little pets.",1
2548,"['happy', 'glad', 'elated', 'loving', 'content']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Beth is baking cookies for her daughter's party.,The dog wandered out on the street one day.,0
2549,"['relief', 'relieved']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She beat me in every game!,Fred got a cast on his arm but eventually recovered.,1
2550,"['annoyed', 'smart', 'happy']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",When he went to school be began to show off his vocabulary.,They stuffed them all in the washing machine.,1
2551,"['satisfied', 'satisfaction', 'pride', 'achievement', 'astonished']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","After installation, Dan realized his house was using only solar power.",He cheated on her while she was away in college.,0
2552,"['hopeful', 'calm', 'bored']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}","But when they went to the shark exhibit, Kim was scared.",Amy was at work at Bath And Body Works.,1
2553,"['proud', 'elated', 'pleased']","{'joy': 3, 'trust': 2, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",The customer was very grateful for all of Amy's help.,Tiffany scored her first ever goal and won the game for her team.,1
2554,"['pleased', 'happy', 'funny', 'inspired', 'excitement']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Ivan took a few landscapes and some of himself.,The bank closed at 5pm.,0
2555,"['motivated', 'strong', 'determined']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",He took a membership at his nearest health club.,One fell and shattered on the floor.,0
2556,"['hopeful', 'excited', 'improvise']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",My store had a clearance sale on leftover summer merchandise.,So she went and bought a brand new pair of scissors.,1
2557,"['excited', 'happy', 'pressure', 'intrigued']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Tom was completely shocked.,Vladimir was trying to learn English.,1
2558,"['relieved', 'happy', 'thankful']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 3, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I needed to start my homework.,"Thankfully, his teacher allowed him more time to finish.",1
2559,"['happy', 'overjoyed', 'excited', 'approving', 'delighted', 'accomplished']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Rob got the new position!,As he opened the door he dented it on the curb out front.,0
2560,"['excited', 'wistful', 'anticipation', 'jealousy', 'inspired']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Meisha was furious and did not think she could do it.,They decided they would love to work at a bar instead of their jobs.,1
2561,"['athletic', 'enjoyable']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I went swimming yesterday.,Anna screamed with joy as they raced downhill!,0
2562,"['afraid', 'awful', 'surprised', 'scared', 'fearful', 'ashamed', 'protective']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}","Jack's scared when she tells him the man is a cop, not her attacker,",They decided they would love to work at a bar instead of their jobs.,0
2563,"['hopeful', 'excited', 'agitated', 'happy', 'attached', 'entranced', 'shocked']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",One child saw this action and was drawn into the monkey.,We packed our stuff in boxes.,0
2564,"['expectant', 'normal', 'excited']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}","The following day, I was walking down the same street.",I could finally have that sweet piece of gum.,0
2565,"['scared', 'sad', 'fear', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 2, 'disgust': 0, 'anger': 1, 'anticipation': 0}",She wanted to sit at a different table than them.,"Schools, homes and hospitals were wiped out.",1
2566,"['cheerful', 'pride', 'joy', 'glad', 'prepared']","{'joy': 3, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",I put on my makeup.,A man wins a six million dollar lottery in Oregon.,0
2567,"['protective', 'helpful', 'satisfied']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}","When she took the clothes out, everything that went in white was pink.",Jimmy was at home watching his two year old daughter.,1
2568,"['fulfilled', 'happy', 'peaceful', 'enlightened', 'confident']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",John decided he liked Christianity the best.,She purchased a premium account on the website.,0
2569,"['desperate', 'nervous', 'scared', 'fearful']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 1}",Her friends gave her odd looks when she walked by.,Steve needed a job right away!,1
2570,"['happy', 'disappointed', 'bored']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I only saw one bird and it was a sea gull.,Tom wanted to be an informed voter.,0
2571,"['happy', 'exploration', 'excited']","{'joy': 2, 'trust': 1, 'fear': 1, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",She called in sick and drove home.,I was a total tourist.,1
2572,"['relieved', 'happy']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Kayla was disappointed.,But as she went to the door she saw her grandma feeding them.,1
2573,"['dejected', 'sad', 'desire', 'unaccomplished', 'concerned']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 3, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Her band needed more low brass though.,She needed to give both of them a bath so she went to run water.,0
2574,"['excited', 'happy', 'relieved']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He did not like it.,"After several hours, she arrived at the station.",1
2575,"['productive', 'accomplished']","{'joy': 2, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Cindy had a guy friend.,Paul built a website for his clothing company and opened a store.,1
2576,"['aggravated', 'sense', 'threatened']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 1, 'disgust': 2, 'anger': 2, 'anticipation': 2}",He sat on the porch yelling at nobody.,The water started crashing around him but missed the castle.,0
2577,"['prepared', 'organized']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",I bought myself a daily planner.,After the wine Maxine feels much better.,0
2578,"['determined', 'enthusiastic', 'persistent']","{'joy': 0, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Amy was convinced she was going to catch a giant fish.,Now Sue is a photographer for the school newspaper.,0
2579,"['scared', 'anxious', 'frustrated']","{'joy': 1, 'trust': 0, 'fear': 3, 'surprise': 1, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 2}","After driving all the way, I found out that hat store was closed too!","Bobby is at the amusement park, but is terrified of roller coasters.",1
2580,"['annoyed', 'frustrated', 'conflicted']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Ed wanted to be a superhero and Emma wanted to be a mermaid.,And she installed several apps.,0
2581,"['comfortable', 'excited', 'frustrated']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",He watched the tv.,He decided to get another flip phone.,1
2582,['boring'],"{'joy': 0, 'trust': 3, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",Anna got the same lunch every day - bologna and carrots.,Her brothers all played baseball on little league teams.,0
2583,"['hungry', 'famished']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 0, 'anticipation': 0}",I was feeling very hungry.,She lied to everyone about each other.,0
2584,"['distracted', 'annoyed', 'entitled', 'mad']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",There was a woman and her cart in the middle of the aisle.,Joanie's mom enjoyed a tall glass of wine that night!,0
2585,"['frustrated', 'sad', 'nostalgic']","{'joy': 1, 'trust': 0, 'fear': 1, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 2}",They were inviting a small amount of people to compete.,He was never able to remember its name.,1
2586,"['prepared', 'ready']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Sam woke up for school and got dressed.,They rode around the town.,0
2587,"['happy', 'moral', 'giving']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",I went ahead and cut his grass too.,John was able to pay the rent on time.,0
2588,"['stress', 'anxiety', 'irritated', 'worried']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Jerry felt his left foot turning numb.,"In addition, several applications opened up.",0
2589,"['excited', 'happy', 'excitement', 'relaxed']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Jason always knew the answer to everything.,She flew into Ankara.,1
2590,"['curious', 'sad', 'interested', 'happy', 'excited', 'bored', 'surprise', 'pensive', 'positive']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",As they approached the door Gina saw Rita and Mary waiting for Tami.,She flipped the eggs into a fluffy omelet.,0
2591,"['satisfied', 'sadness', 'unconstrained']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Timmy was struggling in math.,Teddy had free time at the end of his day.,1
2592,"['scared', 'worried', 'repulsed', 'upset', 'traumatized', 'insecure', 'fear', 'pain']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 1, 'anticipation': 0}","After shaking the three, there were only 50 apples left.",Something horrible happened to a child.,1
2593,"['sad', 'defeated', 'fine']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 1}",She left that one where it was.,His roommates were disappointed.,0
2594,"['rude', 'anger', 'angry', 'irritated', 'positive', 'embarrassed']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 1, 'anger': 2, 'anticipation': 0}",The bartender cut them off for being so loud.,Tammy's new bra fit better than any before.,0
2595,"['accomplishment', 'proud', 'thrilled', 'joyous', 'ecstatic']","{'joy': 3, 'trust': 0, 'fear': 0, 'surprise': 2, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 0}",So he worked extra hard and did school even during his summers.,"George won his first title fight by knockout, and was very happy.",1
2596,"['worried', 'fear', 'sad']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Her teacher submitted it to a statewide contest.,Billy's cat got stuck in a tree.,1
2597,"['proud', 'fortunate', 'accomplished']","{'joy': 2, 'trust': 2, 'fear': 0, 'surprise': 1, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 2}",Thankfully I got a new one.,He ran as an indie candidate.,1
2598,"['sick', 'dismayed']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 1, 'sadness': 1, 'disgust': 1, 'anger': 0, 'anticipation': 1}",Jim ordered a lasagna.,She found a bottle of ipecac in the medicine cabinet.,1
2599,"['pleased', 'anticipation']","{'joy': 2, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Gene went inside and bought his favorite foods.,Kobe Bryant is now considered one of the best ever.,0
2600,"['disappointed', 'sad', 'annoyed']","{'joy': 0, 'trust': 0, 'fear': 1, 'surprise': 1, 'sadness': 2, 'disgust': 1, 'anger': 2, 'anticipation': 0}",Water was coming out if it.,"As much as Cindy resisted, she couldn't hold on to it.",1
2601,"['lonely', 'content']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",There was a little old lady who sat at the window everyday.,Our cat smelled the fish and walked under the table.,0
2602,"['industrious', 'determined']","{'joy': 1, 'trust': 2, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 3}",They would wear matching outfits and everything.,So John studied hard.,1
2603,"['disappointed', 'sad', 'happy', 'unhappy', 'content']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 0, 'anger': 0, 'anticipation': 0}",The bell rang and they had to go back to class.,He turned to see his sister eating out of it.,0
2604,"['hopeful', 'interested', 'informative']","{'joy': 1, 'trust': 1, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 0, 'anticipation': 1}",Maria is pregnant.,"He said no, but they did store a few of his wife's eggs.",1
2605,"['helpless', 'frustrated']","{'joy': 0, 'trust': 0, 'fear': 2, 'surprise': 0, 'sadness': 2, 'disgust': 1, 'anger': 1, 'anticipation': 0}",Tia was having trouble seeing the blackboard in class.,"Weeks later, he saw the curtains in their house move.",0
2606,"['disappointed', 'enraged', 'sad', 'angry', 'mad', 'amused', 'happy', 'hilarious']","{'joy': 1, 'trust': 0, 'fear': 0, 'surprise': 1, 'sadness': 1, 'disgust': 0, 'anger': 1, 'anticipation': 1}","After 18 years, Anna had become lactose intolerant!","Instead of feeling bad, everyone was laughing.",1
2607,"['lazy', 'unproductive', 'annoyed', 'impatient']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 0, 'disgust': 0, 'anger': 1, 'anticipation': 0}",Now no one gets to try any of the delicious hot sauce.,Sally couldn't understand what was taking so long.,1
2608,"['vengeful', 'angry', 'vindicated', 'mad', 'hurt', 'surprised']","{'joy': 0, 'trust': 0, 'fear': 0, 'surprise': 0, 'sadness': 1, 'disgust': 1, 'anger': 2, 'anticipation': 0}",She went to the store but forgot to buy it.,"During a game of flag football, Charlie knocked Norman over.",1
